,review_comment_message,review_score
39524,Não seria justo não recomendar a loja pois não recebi o produto pois o Correios não entregou. Talvez seria interessante a loja utilizar outra transportadora.,1
39525,Comprei um kit de 3 produtos e foi entregue apenas 1. Propaganda enganosa! ,1
39526,vale a pena. muito rápida a entrega.,5
39533,Recebi antes do prazo e o produto veio conforme esperado ,5
39534,"O produto molfix é ótimo.
Que comprei mais direto com a loja.
A loja americana é excelente.
",5
39535,gostei ,5
39537,"Produto chegou, parece muito bom, mas só tem um porem, na foto do anúncio mostrava seis pentes e só viram 4. Em nenhuma parte dizia que a foto era meramente ilustrativa e também vi outros anúncio do m",3
39539,"Entrega muito rápida, produto conforme o esperado.",5
39541,Demorou um pouco mais chegou.,4
39542,"Quadros lindos , amei !",5
39544,"Produto com defeito de tamanho, um lado maior que o outro e as costuras erradas no tamanho ",1
39554,Produto dentro das espectativas,5
39559,bom ,4
39562,muito bom,5
39564,Muito rápido na entrega ,3
39565,"Foi tudo no prazo. .
Bem embalado e perfeito estado.",3
39566,"O pedido chegou muito antes do prazo determinado. Muito rápido!
",5
39568,Foi bem rápida a entrega ,5
39569,A pulseira é de camurça.,3
39571,"Minha experiência com essa loja tem sido satisfatória. O produto é de qualidade, e entrega no prazo. Recomendo d+ os dois!",5
39572,Recebi a mercadoria no prazo correto,5
39574,LOJA DE EXCELENTE REPUTAÇÃO! O PRODUTO CHEGOU NO PRAZO E EM PERFEITO ESTADO. RECOMENDO À TODOS!,5
39576,Paguei por um produto que estava no anuncio e recebi outro.,1
39579,"Produto lindo, superou as minhas expectativas, tamanho maravilhoso! ",5
39580,"A targaryen entregou bem antes do prazo, O produto ainda não vi mandei entregar na casa de minha mãe.",4
39582,Recebi o produto diferente do que foi anunciado e comprado.,1
39584,"
",5
39586,"Demorou muito, nao prestei atenção na hora da compra, pq sempre me entregam em poucos dias.",2
39588,Produto chegou em menos de 24 horas.,5
39590,"A Entrega chegou bem antes do prazo...
Parabéns pela agilidade. 
",5
39591,Nao recebi o produto certo... me senti enganada. E nao é esse fornecedor na nfe,1
39594,Entregou antes do prazo.,5
39597,Entrega rápida ,4
39600,Chegou antes do previsto. Ótimo...,5
39603,Bom ,4
39607,adorei os pratinhos são lindos,5
39611,"comprei tento entra em contado eles nao responde, e nao entregam o iten",1
39612,Recomendo sempre.,5
39613,"Entrega muito rápida! Quanto ao produto em si, seria melhor verificarem como estão guardando no estoque pois chegou com ""cheiro"", como se estivesse sido guardado há tempos em ambiente empoeirado.",4
39614,Aparentemente o produto são muito bons Ainda vou instalar e comprovar se realmente é de boa qualidade. ,3
39617,ótimo serviço.,5
39619,Recebi o produto com nota fiscal diversa daquele que comprei,3
39620,"Não entendi, o pedido foi de três unidades, e veio apenas uma. Gostaria de uma explicação, ou o dinheiro de volta. Ainda recomento a loja porque foi a primeira vez que isso aconteceu. Obrigado.",1
39621,Ainda não recebi obproduto . ,1
39624,Recebi dentro do prazo e de acordo com o que foi vendido! Super recomendo!,5
39625,Não recebi os buchinhos só veio a nota fiscal em um carta ,1
39626,Muito bom,5
39627,"Apesar de estar dentro do prazo, demorou muito.",3
39628,Entrega antes do prazo. Produto OK,5
39634,"valor acessível e produto muito bom, dentre as demais qualidades de entrega rápida e correta.
",5
39636,"Produto de boa qualidade , bem acabado, uma gracinha, chegou super rápido.",5
39637,"Só que o controle não funciona todas as funções da minha televisão. Acho que não é o original, mas enfim funciona as funções básicas.",3
39639,"Não recebi meu produto ainda, de quem é a culpa? Não compro mais nessa loja.",1
39640,"muito legal, entrega no prazo e com qualidade.",5
39641,"Produtos maravilhosos.
Comparei novamente sim",5
39642,"Lindo relógio, ótima qualidade, entrega super rápida. Estou muito satisfeito.",5
39648,"o produto veio com defeito, aparência de usado!",1
39649,Ficaram com o produto em falta e cancelaram a entrega,1
39652,Relógio lindo como na foto e parece ser de boa qualidade também!,5
39653,"Muito bom o produto, tinha minhas dúvidas mas quando chegou vi a qualidade do produto...",5
39655,"Nao consegui acompanhar o rastreamento do meu pedido, ja deveria ter chegado dia 10. Estou bem chateada pois ja deveria ter chegado, e nada de saber onde está ",1
39661,Excelente vendedor!÷# ,5
39665,"O pedido chegou antes do previsto, tudo entregue corretamente.",5
39666,Valeu,5
39667,"Produto de ótima qualidade,muito fofo e super macio.",5
39669,O produto não apresenta boa qualidade e veio faltando os parafusos para fixação do encosto. Ainda terei que buscar no.mercado o parafuso específico para poder usar a cadeira. Não recomendo.,1
39672,Chegou o produto mas está faltando 1 paguei dois e chegou 1 😣.,2
39674,"O produto é exatamente como anunciado, e a entrega foi muito antes do previsto, tudo perfeito!",5
39675,RAPIDEZ E EFICIÊNCIA.,5
39682,bom brinquedo,4
39683,O produto não foi entregue. Aguardo providências urgente.,1
39687,"Um absurdo, não foi entregue",1
39688,"Recebi no prazo e o produto que comprei, porém, não funciona no aparelho para o qual pretendia usar. Irei devolvê-lo. A empresa aceitou devolução. ",4
39689,COMPREI 2 PRODUTOS E SÓ ME ENTREGARAM ATE AGORA NÃO TIVE RESPOSTA SOBRE O OUTRO PRODUTO!,1
39691,Comprei há maia de 20 dias e não recebi produto e tão pouco me deram alguma satisfação. Já reclamei com as lojas lannister mas até agora ninguém me deu uma posição. UM ABSURDOOO!!!,1
39693,"NAO RECOMENDARIA A COMPRA NESSA LOJA DESSE PRODUTO, PORQUE COMPREI PARA DAR DE PRESENTE PRA MINHA MAEDE ANIVERSARIO MAIS CHEGOU UM MES DEPOIS.",2
39694,chegou mesmo com muita segurança,5
39695,"Eu pedi 4 travesseiro de adulto é veio 1 de Bebê, não quero!!!Quero o estorno do meu cartão, quero devolver esse travesseiro de bebê.",1
39696,"a luminária é linda, chegou muito bem embalada e bem antes do prazo previsto",5
39698,"Produto oferecido no site não tinha em estoque. Só fui avisado dias depois. Paguei o produto.
",1
39700,Nao recebi o produto.,1
39701,Só recebi os 2 ventiladores. Não recebi pendente meia lua. ,2
39702,"O atendimento do stark é sempre muito bom. Já fiz várias compras, inclusive por telefone. Prazo muito bom também, recebi o meu produto ontem. Continuem com essa excelência de serviço. ",5
39704,Tudo certo pena que o produto não é muito bom,3
39705,"Prezado(a)

A voltagem lençol veio errada , correto 110v. Como proceder agora ?

att
",1
39709,"Recomendo, produto de primeira qualidade e entregue bem antes do prazo superando as espectativas. Tá recomendado.",5
39710,"O produto chegou antes da data prevista. Estou feliz, com minha compra. É lindo! ",4
39711,"No rastreio fala que foi entregue, porém não recebi nada. Quero meu produto. ",1
39713,O prazo de entrega é muito longo. Tem lojas que entregam com 8 dias,3
39714,Muito bom,5
39716,"Não recebi o produto ainda. Como o prazo está para até 24/11/2017, estou aguardando.
Recebi apenas os 02 (dois) mix da arno",4
39717,"aparelho util, bom, pratico, poderia ser mais robusto e mais silencioso, na faixa de preço sem concorencia",4
39725,"A caixa dá a impressão de produto usado, a qualidade deixa a desejar. Como foi para minha neta, passou. Mas guardei a nota e se der problema vou reclamar, pois achei caro para a aparencia e qualidade ",2
39727,Produtos de boa qualidade.,5
39730,"Gostei do móvel mas é a primeira vez que eu vejo um móvel ser entregue sem manual de montagem. Apesar de pequeno, nininguém é obrigado a saber montar. Eu consegui, mas muita gente pode não conseguir.",4
39734,"Veio estragada, os ilhoes soltos. N indico ",1
39735,"Ainda não recebi o produto que comprei, acredito que deve ser devido à greve dos correios. Peço que me envie o mais breve possível",1
39738,"Entregaram dentro do prazo eu , recomendo ",5
39742,...,5
39743,bom produto e boa entrega,5
39744,Comprei em um dia e recebi no outro!,5
39745,"Recebi o produto de uma compra que foi cancelada pelo site no dia 07/05, e estou muito chateada com isso.",1
39747,"COMPREI 2 KITS DESSES PEDENTES E RECEBI SOMENTE 01 KIT.
TEM COMO VCS VERIFICAR COM A TRANSPORTADORA PRA MIM?",3
39748,"a compra foi boa só que não mostrava o tamanho necessito de trocar a bolsa para pegar uma maior fico grato com a compreensão.
Thânia Almeida",4
39751,"Produto veio como descrito, estou impressionada com a garrafinha, realmente mantêm a temperatura do líquido por bastante tempo. ",5
39753,"Estou no aguardo do contato da empresa, pois a metragem do tapete veio incorreta.",4
39754,"Produto correto! É uma graça.. pequeno, veio com capa e bem embalado!",4
39757,"Produto de boa qualidade, entregue antes do prazo.",5
39759,"É com muita tristeza que venho realizar essa avaliação, pelo fato de a mercadoria não ter chego até agora, e pra piorar, no histórico do rastreio está que o objeto nem chegou em uma das unidades CTE.",1
39760,O produto chegou muito rápido! Recomendo!,5
39764,Recebi o produto em menos tempo que o esperado mas não atendeu 100% das minhas demandas. A alça veio estragada e o tubo é difícil de lacrar de verdade ,3
39765,Recomendo,4
39768,muito bom,4
39772,"foi entregue antes da data prevista, claro pois o prazo de entrega é de 13 úteis, com isso um produto comprado em 01/09/2017 chegará até 17/09/2017, evita problemas da empresa, mas o meu chegou em 7 d",5
39776,Foi entregue apenas a toalha de mesa até o momento. Faltam os panos de prato e capacho. ,1
39780,"Entrega rápida em perfeitas condições, bem embalado. Recomendo. ",5
39781,É medicamento requer tempo pra saber ainda,3
39783,Não recebi ,2
39787,Ótimo produto,5
39789,"Recebi o produto antes do esperado, gostei dos três itens, o material é bom e a cor é a mesma que eu queria. Uma das fronhas veio com a costura já desfiando, por isso não é 5 estrelas.",4
39790,"Produto conforme anunciado, entrega rápida, com certeza farei novas compras.",5
39793,"produto bem simples, não muito resistente pelo visto, mas pelo preço vale a pena.",3
39796,"Chegou antes do prazo, bem embalado, recomendo ",5
39797,Rapidez na entrega. Super recomendo,5
39799,"Produto muito bom, e foi entregue antes do prazo. ",5
39802,"Gostei muito do produto, pelo preço achei que a qualidade não seria boa. Mas gostei muito",5
39803,"Produto chegou antes do previsto, e atendeu todas expectativas.",5
39806,o produto veio errado mas o fornecedor resolveu o problema de maneira rápida e gentil.,3
39809,"Produto original, de qualidade! Rapida entrega. ",5
39811,"Produto chegou, porém veio incompleto, sem o bebê conforto.
Aguardo resolução.",1
39813,"O prazo de entrega já acabou e até agora não recebi, quero cancelar a compra",1
39815,uma bosta,1
39816,"bom produto, entrega antes do previsto, embalagem ok.",5
39817,Entrega antes do prazo. Muito bom!,5
39818,"Regular porque eu comprei 2 tubos e paguei , em 28/02/2018 quando abrir a embalagem havia apenas 1 tubo. Isso me deixou chateada.",3
39819,"Fui sempre informada a cada processo, até a chegada do produto. Chegou muito antes do tempo.
Um trabalho excelente. Parabéns",5
39827,bom,2
39829,recebido antes do prazo,5
39831,"Chegou e perfeito estado, produto perfeito ",5
39834,Otimo,4
39836,gostei muito bacana,5
39837,"Estou tirando onda com os amigos, só acho que o suporte de gelo poderia ser de alumínio. ",4
39844,O produto chegou bem antes do prazo.,5
39848,"este produto foi bem resolvido,,,,",5
39849,"Tudo certo
Só não gostei porque não trabalha com duas bandas.Na descrição do produto não explica direitinho.Não tem como saber",4
39851,Comprei o Mouse Gamer Usb 3200 Dpi Ótico 7 Botões X SOLDADO GAMER e recebi o Mouse Gamer Usb Spider 2 Om-705 Preto/vermelho Fortrek,3
39854,OTIMOS PRODUTOS,5
39855,"Não me atentei as medidas dela realmente, mas achava improvável uma carteira não ter nenhum compartimento onde caiba o documento de identidade... ",3
39858,"Grande , cabe bastante coisa!",4
39859,"São ótimos,gostei bastante.",3
39863,"Entrega rápida e produto certinho. 
Obrigada!",5
39864,"Nao recebi o produto, e nem ao menos uma satisfação da loja targaryen, e até mesmo das Lojas lannister, visto que já abri 3 reclamações do mesmo, e nao recebi ao menos uma satisfação. Péssimoooo",1
39868,"Parece plástico de encapar caderno, muito fino, não parece em nada com o descrito e não é blackout. O desenho parece que foi impresso errado e com resto de tinta, é todo falhado. PÉSSIMO NAO RECOMENDO",1
39873,Parabéns pela eficiência,5
39874,recebido,3
39877,tem problema com un cartucho o preto nao funciona,3
39884,"Empresa idônea, pontualidade, produto chegou bem embalado e em perfeito estado.
Parabéns lannister.",5
39885,"A foto do produto não corresponde ao modelo vendido! Recebemos um produto que não era o que queríamos, um absurdo! Propaganda enganosa!",1
39886,chegou dentro do prazo produto original mt bom,5
39889,Produto e atendimento Excelentes!,5
39892,Tenho receio de comprar pois já vi avaliações negativas sobre algumas lojas parceiras das lannister. ,3
39893,"Embora previsto prazo de entrega de 20 dias, recebi muito antes disso. Parabéns.",5
39895,Só chegou 1 item mesmo tendo feito outras compras,5
39896,"Entrega até antes do prazo e de maneira correta, porém eu esperava um produto de melhor qualidade. As toalhas não são tão macias e felpudas, como aparenta na fotos.",3
39911,Entrega dentro do prazo,4
39915,Superou minhas expectativas.,5
39916,"Cancelei o produto e ainda não obtive retorno quanto ao estorno em meu cartão, muito pelo contrário, veio a cobrança do mesmo!",1
39918,Recomendo produtos. Toma qualidade. ,5
39919,"Já comprei tem quase dois meses,ainda não chegou.. falta de respeito com o cliente..
Mas não vou julgar..quem sou eu
Precisa melhorar a comunicação..
E ainda aguardo meu pedido
",1
